customer_id,age,gender,income,employment_type,loan_amount,tenure_months,existing_loans,dependents,default
101097,31,F,458617,self_employed,327834,48,2,4,1
101098,22,M,1033194,salaried,314053,60,2,4,1
101099,23,F,894748,self_employed,403383,24,3,2,1
101100,43,F,1043388,salaried,392176,48,1,3,1
101101,32,M,530596,student,586350,48,4,0,1
101102,40,M,1062743,salaried,387530,12,0,1,1
101103,25,F,884275,student,798597,60,4,4,1
101104,57,M,1184186,self_employed,740091,36,0,2,1
101105,58,M,748506,salaried,186225,60,4,3,1
101106,50,M,706718,salaried,191553,18,2,3,0
101107,29,M,173091,student,149270,48,1,0,0
101108,54,M,1175592,self_employed,768960,12,2,4,1
101109,55,F,168990,salaried,659269,12,1,0,1
101110,42,F,502414,self_employed,678758,36,3,1,1
101111,44,F,1016792,salaried,733565,36,0,1,1
101112,37,F,400541,salaried,138887,36,0,1,1
101113,30,M,972513,salaried,393686,18,3,3,1
101114,50,M,816393,salaried,192012,12,4,4,0
101115,43,M,274932,self_employed,782154,24,3,0,1
101116,52,F,1189955,salaried,336629,18,3,0,1
101117,37,F,418083,self_employed,663587,6,1,1,1
101118,37,F,709351,salaried,567537,48,3,4,1
101119,34,F,643216,salaried,444283,36,0,4,1
101120,29,F,832405,salaried,290491,12,2,2,1
101121,22,M,983550,salaried,635885,48,1,4,1
101122,45,M,645164,salaried,307808,60,1,4,1
101123,59,M,439220,salaried,748412,18,4,0,1
101124,29,M,631725,salaried,200635,6,2,4,1
101125,42,F,975553,salaried,752682,60,1,4,1
101126,24,M,967865,salaried,766605,18,3,0,1
101127,46,F,717597,salaried,330752,18,1,4,1
101128,49,F,1003900,self_employed,762585,24,1,0,1
101129,54,M,587470,self_employed,517210,48,1,2,1
101130,43,M,1105357,salaried,302773,24,4,3,1
101131,57,M,974837,salaried,329365,18,1,0,1
101132,31,M,1134156,salaried,439821,6,1,0,0
101133,26,F,1013659,student,263678,12,4,4,1
101134,38,M,1067996,salaried,471153,12,2,0,1
101135,41,F,898778,salaried,505651,60,0,1,0
101136,56,F,289883,salaried,230580,48,4,1,1
101137,58,F,1161439,salaried,569911,36,4,2,1
101138,54,F,897852,salaried,222903,36,1,0,0
101139,37,M,913461,self_employed,486149,12,1,4,1
101140,57,M,178328,salaried,490523,18,0,4,1
101141,45,M,787199,salaried,753700,18,1,3,1
101142,58,M,962283,salaried,152951,24,3,2,0
101143,32,F,967711,salaried,355745,48,1,4,0
101144,43,F,951881,self_employed,781316,24,1,3,1
101145,42,M,488365,salaried,122178,36,3,4,1
101146,41,M,1025512,self_employed,266383,12,0,3,1
101147,47,M,535893,salaried,209826,60,3,1,0
101148,51,F,1098377,salaried,119893,18,4,1,1
101149,26,F,278389,student,398943,12,3,4,1
101150,47,F,863987,salaried,563223,6,2,2,1
101151,54,F,642402,self_employed,325345,12,4,0,1
101152,32,M,961804,salaried,325375,6,1,2,1
101153,27,M,940074,self_employed,306682,24,4,2,1
101154,30,M,410220,salaried,288886,24,0,0,0
101155,37,M,446208,salaried,485711,36,0,1,1
101156,46,F,900186,self_employed,464384,12,3,1,1
101157,41,F,950554,self_employed,475840,12,4,0,1
101158,48,F,1076215,self_employed,191707,6,1,3,0
101159,22,M,366204,self_employed,584252,24,0,2,1
101160,21,M,1086297,self_employed,471001,6,1,4,1
101161,56,M,750541,salaried,788157,24,2,1,1
101162,46,M,448335,salaried,790150,6,0,4,1
101163,49,F,606285,salaried,782288,24,3,0,1
101164,41,M,1124250,salaried,62336,6,2,4,0
101165,31,F,564758,salaried,470628,60,4,4,1
101166,31,F,574528,salaried,132212,24,1,2,1
101167,56,M,588458,salaried,95591,48,0,0,1
101168,59,F,1038403,self_employed,478670,6,2,4,0
101169,55,M,768071,salaried,672825,12,2,1,1
101170,54,F,762181,salaried,339372,36,0,0,1
101171,44,F,1122892,salaried,64429,48,4,1,1
101172,42,F,308763,self_employed,134294,48,4,3,1
101173,25,M,1185811,self_employed,427721,6,3,4,1
101174,53,M,561236,salaried,234087,36,4,0,1
101175,56,M,289227,salaried,381080,12,3,1,1
101176,40,M,1148555,salaried,261979,48,2,4,1
101177,39,F,842137,salaried,87310,12,0,2,0
101178,55,F,431854,salaried,676115,24,4,1,1
101179,37,M,520858,salaried,249899,60,3,1,1
101180,54,M,829892,salaried,478472,36,2,3,0
101181,29,M,810327,salaried,257500,60,4,2,0
101182,46,M,301094,student,149862,18,1,3,1
101183,22,M,880031,student,351033,24,2,2,1
101184,29,M,942154,salaried,363572,36,4,1,0
101185,29,F,1017482,salaried,422646,6,2,3,1
101186,37,M,629083,salaried,480423,60,0,4,1
101187,21,M,218323,salaried,624543,6,0,2,1
101188,45,F,568458,self_employed,417968,12,0,1,1
101189,45,M,540642,salaried,272603,48,1,0,1
101190,59,F,348784,self_employed,92438,60,0,2,1
101191,55,F,257096,salaried,291482,18,1,2,1
101192,23,F,596790,student,544476,6,0,4,1
101193,57,M,760032,salaried,762222,36,2,2,1
101194,50,M,964914,self_employed,531153,60,4,2,1
101195,58,F,518226,salaried,257374,60,4,4,1
101196,54,F,276310,salaried,731505,48,0,4,1
101197,32,M,825673,salaried,387766,48,4,3,1
101198,39,M,955581,salaried,551955,36,0,1,1
101199,57,M,256611,self_employed,600730,48,0,1,1
101200,37,M,548172,self_employed,131948,6,3,3,0
101201,30,F,618947,self_employed,304657,36,3,1,1
101202,32,M,625828,salaried,337740,36,3,2,1
101203,36,M,923210,self_employed,650079,12,1,3,1
101204,44,F,478785,salaried,616694,18,3,3,1
101205,39,M,595376,salaried,90524,60,0,1,1
101206,28,F,856673,salaried,204404,12,2,0,1
101207,51,F,951849,salaried,160160,18,3,1,1
101208,41,M,1185891,salaried,196836,36,3,0,1
101209,37,F,903494,salaried,732923,60,2,3,0
101210,43,F,573177,salaried,530891,48,0,0,1
101211,57,M,792762,self_employed,217442,18,1,2,1
101212,36,M,917876,salaried,618933,36,3,4,1
101213,26,M,1132293,salaried,434903,36,2,0,1
101214,28,F,455505,salaried,319388,12,0,4,1
101215,45,F,1130547,salaried,135501,12,4,2,1
101216,38,M,490676,salaried,167450,48,1,4,1
101217,45,F,539770,salaried,769831,24,2,2,1
101218,32,M,196002,salaried,329100,6,2,4,1
101219,35,F,565842,self_employed,542134,24,2,4,1
101220,46,F,865339,salaried,250658,24,3,1,0
101221,46,M,249003,self_employed,590997,60,4,0,1
101222,52,F,370462,salaried,786618,60,1,4,1
101223,30,F,869174,salaried,430572,48,0,3,1
101224,36,F,778889,self_employed,327354,60,0,1,1
101225,27,M,419956,salaried,219746,18,4,0,1
101226,37,F,211844,salaried,568467,48,2,1,1
101227,43,F,545395,self_employed,150025,48,2,0,0
101228,46,M,1075779,salaried,460949,36,2,2,1
101229,41,M,460001,self_employed,201152,36,2,4,1
101230,42,M,537699,salaried,545416,36,2,3,1
101231,27,F,582680,self_employed,234484,6,4,1,1
101232,34,F,243330,salaried,240043,18,3,1,1
101233,35,M,375391,salaried,115480,18,1,1,1
101234,27,F,363606,salaried,365104,36,2,1,1
101235,29,M,557085,salaried,284622,24,3,4,1
101236,28,F,341387,salaried,484368,6,0,0,0
101237,43,M,564170,salaried,470466,24,4,4,1
101238,49,M,836915,salaried,691553,12,3,2,1
101239,38,M,588242,salaried,787371,18,2,4,1
101240,51,M,512916,salaried,168922,18,2,4,1
101241,50,F,328048,self_employed,566576,24,2,2,1
101242,59,F,1148082,salaried,695568,6,3,4,1
101243,55,M,521994,salaried,489628,18,2,0,1
101244,38,M,836268,salaried,356020,24,3,3,0
101245,59,M,951955,salaried,779024,48,2,2,1
101246,37,F,694279,self_employed,737810,48,0,1,1
101247,34,F,422919,salaried,134433,60,0,0,1
101248,51,M,497139,student,123704,6,1,3,0
101249,44,F,1128754,salaried,581149,24,2,0,1
101250,55,M,297745,self_employed,288366,60,2,0,1
101251,54,F,287686,salaried,374058,48,3,1,1
101252,23,F,1105230,self_employed,113888,6,3,3,1
101253,57,F,199976,salaried,635581,60,2,0,1
101254,46,F,575468,salaried,263596,36,1,1,0
101255,43,F,415976,salaried,118515,6,2,2,0
101256,59,F,361509,salaried,466740,12,3,1,1
101257,35,F,369526,self_employed,319209,36,2,4,1
101258,24,M,1144620,salaried,743044,60,3,1,1
101259,49,M,188578,salaried,663008,24,2,1,1
101260,42,M,764741,self_employed,214437,36,4,1,1
101261,45,F,1012147,salaried,238929,36,3,0,1
101262,33,M,358859,student,186694,60,1,3,1
101263,38,M,261435,self_employed,291540,24,4,1,1
101264,53,M,890389,salaried,665429,24,2,1,1
101265,36,M,195475,self_employed,296476,48,3,4,1
101266,22,F,996574,salaried,414534,12,4,4,1
101267,55,F,994081,salaried,409000,24,1,2,0
101268,54,F,342029,salaried,475910,18,3,2,1
101269,50,F,578733,salaried,72995,18,4,4,1
101270,33,F,818516,self_employed,654429,12,4,3,1
101271,33,M,1090568,self_employed,713779,6,4,2,1
101272,38,M,367583,salaried,491168,60,0,3,1
101273,52,F,513898,salaried,739197,6,2,4,1
101274,52,M,288286,student,120799,18,3,2,1
101275,55,M,377189,salaried,754237,24,3,1,1
101276,59,F,703172,salaried,549471,12,3,4,1
101277,49,M,954807,salaried,87276,6,4,2,0
101278,49,M,422158,self_employed,608811,6,2,3,1
101279,36,M,852495,salaried,247127,60,1,3,1
101280,30,M,228077,self_employed,366759,36,3,2,1
101281,50,M,465018,self_employed,539858,18,2,3,1
101282,45,M,219087,salaried,553256,24,2,2,1
101283,59,F,963560,salaried,60514,12,0,2,1
101284,40,F,893859,self_employed,97456,6,3,3,1
101285,25,M,445064,salaried,57233,60,4,0,1
101286,21,F,401514,self_employed,313246,36,2,1,1
101287,50,M,1078660,self_employed,116133,18,2,4,0
101288,23,M,292180,salaried,528409,18,1,1,1
101289,34,M,934192,self_employed,678373,60,0,4,1
101290,50,F,585928,self_employed,683389,12,2,4,1
101291,24,M,1070114,self_employed,449472,6,2,1,1
101292,38,F,751891,salaried,158684,12,4,2,1
101293,57,F,507246,salaried,376944,60,4,3,1
101294,45,M,235774,salaried,572116,60,1,0,1
101295,21,F,538518,self_employed,669225,12,1,0,1
101296,35,F,562672,salaried,615836,48,1,0,1
101297,29,M,687977,self_employed,259272,36,4,1,1
101298,35,M,776256,salaried,485583,18,4,1,1
101299,44,F,563089,salaried,688103,48,0,2,1
101300,24,F,740504,salaried,270994,24,3,0,0
101301,32,M,496184,self_employed,177602,18,3,2,1
101302,57,M,695932,salaried,700558,18,0,0,1
101303,57,M,212021,salaried,473471,36,3,1,1
101304,26,M,842485,salaried,595470,24,4,3,0
101305,59,M,610115,self_employed,351517,6,3,3,1
101306,44,F,192291,salaried,355163,24,4,3,1
101307,31,F,578276,salaried,243691,6,0,3,0
101308,33,M,544754,student,328187,24,1,4,1
101309,54,F,1103680,self_employed,488748,12,0,0,1
101310,45,F,453664,student,282362,60,3,3,1
101311,27,M,175675,salaried,247008,24,4,4,1
101312,24,M,823647,salaried,331383,48,3,4,1
101313,28,M,412318,self_employed,191488,48,3,4,1
101314,40,F,858672,salaried,708772,36,1,2,1
101315,49,M,779698,self_employed,598694,60,3,2,0
101316,30,F,487369,salaried,314019,60,1,4,1
101317,54,M,462863,salaried,562447,6,4,3,1
101318,46,M,279887,salaried,545288,18,4,0,1
101319,23,M,446063,salaried,448968,36,1,1,1
101320,26,M,483713,salaried,529969,48,0,2,1
101321,25,F,708963,salaried,259097,48,4,3,1
101322,25,F,955351,student,444569,6,0,3,1
101323,43,M,940605,salaried,732346,48,4,1,1
101324,29,F,521513,self_employed,250919,48,4,1,0
101325,55,F,962832,self_employed,60794,6,2,3,1
101326,40,M,331517,salaried,249542,48,3,1,1
101327,55,F,220305,salaried,721766,18,3,3,1
101328,38,M,842924,self_employed,388074,12,0,1,1
101329,37,F,622963,salaried,91708,36,3,1,1
101330,44,M,628108,self_employed,224469,18,0,3,1
101331,23,F,1153346,self_employed,697601,18,4,4,1
101332,52,M,744821,student,405992,12,2,3,1
101333,55,F,337256,salaried,458654,60,2,0,1
101334,58,F,626128,salaried,592770,36,4,1,1
101335,33,M,1173920,salaried,213543,18,1,2,0
101336,45,M,1040023,salaried,421557,48,1,1,1
101337,29,M,1183668,self_employed,549964,12,3,0,1
101338,24,F,975626,salaried,104213,60,0,2,1
101339,34,M,392188,salaried,288697,36,2,2,0
101340,57,F,526047,self_employed,397328,24,3,3,1
101341,54,M,1003823,salaried,55435,6,4,4,1
101342,31,M,387501,salaried,189565,48,2,3,0
101343,23,M,447675,salaried,253299,12,0,2,0
101344,48,M,858175,self_employed,332533,6,0,2,1
101345,49,F,413625,salaried,81498,60,1,4,0
101346,29,F,992840,self_employed,610113,60,3,1,1
101347,23,M,350339,salaried,329078,24,4,4,1
101348,45,M,1084339,self_employed,579862,18,2,3,1
101349,54,M,275355,self_employed,704986,18,0,1,1
101350,32,F,177798,salaried,743539,36,2,3,1
101351,29,M,765937,salaried,92782,12,4,4,1
101352,35,F,169477,salaried,497628,12,2,1,1
101353,45,F,367400,self_employed,110561,60,3,4,1
101354,25,M,539959,salaried,520440,36,1,0,1
101355,31,F,1174374,salaried,514535,6,2,2,1
101356,54,M,555105,salaried,542232,18,1,1,1
101357,44,M,423586,salaried,601039,18,4,2,1
101358,35,M,973759,salaried,350318,60,1,0,1
101359,58,M,1083703,salaried,106572,12,2,1,1
101360,28,M,484971,salaried,455257,60,2,2,1
101361,25,M,281184,self_employed,466443,12,0,2,1
101362,46,M,300653,self_employed,86069,36,2,1,1
101363,38,M,395300,salaried,787550,24,1,2,1
101364,26,F,734010,student,755591,6,0,2,1
101365,57,F,242036,self_employed,437902,48,2,1,1
101366,33,M,297595,self_employed,653756,24,2,2,1
101367,48,M,1003392,salaried,734659,24,4,2,0
101368,25,M,431696,salaried,140715,12,0,3,0
101369,33,F,385419,salaried,120793,12,4,3,0
101370,37,F,1140029,self_employed,489717,12,4,0,1
101371,52,M,304692,salaried,762494,24,4,3,1
101372,49,M,413031,salaried,685960,60,3,3,1
101373,23,M,443946,salaried,452993,6,4,0,1
101374,54,M,638765,salaried,192321,60,1,2,1
101375,47,F,792927,salaried,695190,12,2,2,0
101376,33,F,551062,salaried,71390,18,3,3,1
101377,53,M,633779,salaried,70369,60,4,0,1
101378,26,M,647952,salaried,193953,6,2,2,1
101379,44,M,720508,student,321731,18,0,4,1
101380,39,M,982595,self_employed,274872,6,0,1,1
101381,36,F,546981,self_employed,517543,12,2,1,1
101382,48,M,529270,self_employed,531127,60,1,1,1
101383,53,M,1155782,salaried,531363,48,2,3,1
101384,33,M,633455,salaried,560790,36,2,1,1
101385,45,F,272332,self_employed,97013,12,3,1,1
101386,56,F,697219,salaried,691629,24,0,4,1
101387,47,M,239116,salaried,768980,48,0,2,1
101388,58,M,401671,salaried,196826,24,4,4,1
101389,27,M,924504,salaried,681872,6,2,3,1
101390,25,F,664265,salaried,128113,24,2,1,1
101391,51,M,778380,salaried,539847,48,1,2,1
101392,43,M,379577,salaried,85282,48,0,1,1
101393,30,M,860672,self_employed,217809,12,1,1,1
101394,52,F,553777,salaried,561188,18,3,3,0
101395,50,M,245556,salaried,540643,12,4,1,1
101396,59,M,545204,salaried,336268,6,1,0,1
101397,51,F,802755,self_employed,445412,24,0,2,1
101398,38,F,893088,salaried,442515,18,3,2,1
101399,56,F,800443,salaried,146651,60,2,0,1
101400,22,F,648682,salaried,296549,36,3,3,1
101401,34,M,209778,salaried,135395,48,1,1,1
101402,33,M,959057,self_employed,585633,18,0,1,1
101403,49,F,706376,self_employed,442573,60,1,2,1
101404,32,M,226361,salaried,771760,18,2,3,1
101405,59,F,672154,salaried,586343,12,2,3,1
101406,22,F,772006,self_employed,415837,60,0,3,1
101407,52,M,1161930,salaried,135283,36,4,1,1
101408,33,M,1134558,salaried,94484,48,3,3,1
101409,47,F,1004568,salaried,651802,6,3,0,1
101410,37,F,211842,self_employed,140135,6,2,4,1
101411,51,F,638019,salaried,347915,18,1,3,1
101412,54,M,439134,salaried,555694,60,1,4,1
101413,44,M,821553,self_employed,238726,18,4,1,0
101414,55,M,280356,salaried,489756,24,1,3,1
101415,26,M,918917,salaried,264223,36,3,2,0
101416,39,M,887090,student,167399,48,1,1,1
101417,50,F,1064565,salaried,565609,18,4,0,1
101418,27,F,937738,salaried,230645,24,3,0,1
101419,30,F,162360,salaried,748093,60,1,4,1
101420,52,M,523216,salaried,179344,36,3,4,1
101421,54,M,927567,salaried,192832,48,2,2,1
101422,48,F,769055,salaried,687514,6,2,2,1
101423,35,M,411445,salaried,673538,24,2,0,1
101424,50,M,580179,self_employed,337906,60,1,3,0
101425,57,M,204330,salaried,232058,36,4,0,1
101426,49,F,201707,salaried,739692,24,3,0,1
101427,42,F,430833,salaried,221172,18,0,2,1
101428,24,M,336633,self_employed,186016,12,2,4,0
101429,40,F,984874,salaried,98825,6,2,2,1
101430,52,M,1039493,salaried,63877,18,0,2,1
101431,56,M,546210,salaried,473206,18,0,2,1
101432,24,F,928799,salaried,179065,60,1,0,0
101433,47,F,938245,salaried,682731,60,3,3,1
101434,37,F,1029459,self_employed,411756,36,2,0,1
101435,32,F,234381,salaried,167674,60,4,1,1
101436,42,F,991708,salaried,165074,24,1,2,1
101437,37,F,343984,salaried,567257,6,1,2,1
101438,30,F,1146358,self_employed,446474,18,4,1,1
101439,21,F,888096,salaried,301881,36,4,2,0
101440,42,F,403091,salaried,81629,6,4,2,1
101441,46,F,1002050,salaried,204030,60,0,2,1
101442,38,M,414064,salaried,482681,60,2,1,1
101443,34,F,620435,salaried,519791,24,0,0,1
101444,49,M,751160,salaried,537849,60,2,2,0
101445,32,M,414237,salaried,739567,18,0,3,1
101446,56,F,425049,salaried,465769,48,3,1,1
101447,55,M,796047,salaried,312199,18,2,4,1
101448,32,M,567567,salaried,138697,18,1,1,0
101449,27,F,232289,salaried,738233,60,2,0,1
101450,49,M,790794,self_employed,151505,6,2,1,1
101451,31,M,409480,student,392864,60,2,4,0
101452,53,F,283498,student,771565,6,3,3,1
101453,26,M,873858,self_employed,206390,6,0,4,1
101454,35,M,573159,salaried,83734,6,1,1,1
101455,52,M,871755,self_employed,263299,36,0,4,1
101456,31,M,194816,salaried,723882,12,0,1,1
101457,43,F,154138,salaried,192728,60,4,3,1
101458,46,F,940449,salaried,721253,36,3,3,1
101459,54,M,946883,salaried,554609,18,4,0,1
101460,54,F,506007,self_employed,446848,36,3,3,1
101461,49,M,946710,salaried,670160,24,0,2,0
101462,24,M,371552,salaried,373923,48,0,4,1
101463,37,F,193764,self_employed,743812,6,3,4,1
101464,55,F,273030,salaried,718626,60,0,1,1
101465,33,F,1068638,salaried,433331,24,0,3,1
101466,59,M,466462,self_employed,166603,60,1,0,1
101467,35,M,1039855,salaried,591228,48,4,0,0
101468,49,M,210128,salaried,729363,24,4,0,1
101469,49,M,369128,salaried,702168,60,4,2,1
101470,31,F,958301,salaried,672696,18,2,3,1
101471,52,M,155039,self_employed,736229,6,1,0,1
101472,22,F,302353,salaried,99297,24,4,2,1
101473,34,M,262935,salaried,110107,18,4,4,1
101474,40,M,203053,salaried,394937,6,1,1,1
101475,42,M,236346,salaried,459898,12,0,3,1
101476,31,M,479231,student,593910,18,4,3,1
101477,47,F,555841,salaried,342552,36,0,4,1
101478,23,M,708685,salaried,714197,60,4,3,0
101479,37,M,266214,salaried,196479,6,3,3,1
101480,48,F,635001,self_employed,210381,24,2,3,1
101481,49,F,1003329,self_employed,143190,48,4,3,1
101482,41,M,1137410,salaried,462111,24,3,2,1
101483,36,M,550826,salaried,267984,36,1,2,1
101484,57,F,586542,salaried,574658,60,3,1,1
101485,40,F,787431,self_employed,426356,36,1,3,1
101486,26,F,522397,salaried,600901,24,4,4,1
101487,39,M,512441,self_employed,53196,60,1,0,0
101488,25,F,1033520,salaried,551072,48,3,1,1
101489,23,M,684391,self_employed,562191,6,2,0,1
101490,21,M,576674,salaried,276009,60,0,0,1
101491,58,F,1158109,salaried,485132,18,0,3,1
101492,35,M,232409,salaried,582860,60,2,4,1
101493,54,M,848876,salaried,556528,36,0,0,1
101494,55,M,625430,self_employed,471441,36,4,0,1
101495,45,M,1086800,self_employed,620141,36,4,1,1
101496,44,F,1197380,self_employed,737635,48,3,4,1
101497,32,F,1037553,salaried,166074,60,3,4,1
101498,38,M,956457,salaried,503112,60,1,0,1
101499,35,M,781525,self_employed,617497,12,3,4,1
101500,36,F,848787,salaried,540391,48,4,1,1
101501,47,F,328267,salaried,461267,6,3,1,1
101502,28,M,305489,salaried,668532,6,0,1,1
101503,45,F,494126,salaried,303516,6,1,3,0
101504,37,F,458362,salaried,782760,6,1,0,1
101505,49,M,1063081,salaried,674588,6,4,4,1
101506,28,M,965359,salaried,772321,24,3,1,1
101507,35,M,251948,student,503372,36,0,0,1
101508,47,F,443851,salaried,426826,48,3,0,1
101509,27,M,447986,salaried,107175,24,2,3,1
101510,23,M,163261,salaried,151551,48,3,4,1
101511,49,M,518760,self_employed,442761,12,4,4,1
101512,44,F,1003605,salaried,560491,60,3,1,0
101513,23,M,425796,salaried,631154,18,1,1,1
101514,40,F,920692,salaried,167752,36,0,0,0
101515,35,F,578745,salaried,303564,12,4,4,1
101516,45,M,787787,salaried,343257,24,2,4,1
101517,50,M,823812,self_employed,589689,18,0,1,1
101518,34,M,985825,self_employed,265432,60,0,2,0
101519,27,F,840796,salaried,480779,12,1,0,1
101520,37,M,475203,salaried,215486,60,1,4,1
101521,40,M,494866,self_employed,721502,60,1,3,1
101522,56,M,925107,salaried,383636,48,4,3,0
101523,29,M,686644,self_employed,260536,18,3,2,1
101524,58,F,802416,salaried,780617,48,0,1,0
101525,42,F,1166003,self_employed,126693,60,3,1,1
101526,22,F,826585,self_employed,85135,12,3,1,1
101527,44,M,481607,self_employed,515448,60,1,3,1
101528,28,M,1139336,self_employed,186262,24,3,1,1
101529,31,F,917286,salaried,644487,60,0,3,1
101530,33,M,1179933,self_employed,54331,48,0,2,1
101531,37,F,1070095,salaried,567400,18,2,0,1
101532,28,M,1190950,salaried,233258,12,4,4,1
101533,41,M,915791,self_employed,340693,48,3,2,1
101534,38,F,1116020,self_employed,262854,60,4,3,1
101535,50,F,503827,self_employed,600049,24,4,2,1
101536,38,F,211753,salaried,554840,36,4,4,1
101537,51,M,1021206,self_employed,234544,24,4,0,0
101538,58,M,274116,self_employed,400002,60,0,4,1
101539,52,F,1172780,salaried,134667,24,3,3,0
101540,31,F,805496,salaried,54677,36,2,4,1
101541,45,F,167413,salaried,254580,24,4,2,1
101542,53,M,787938,salaried,180334,36,2,1,1
101543,58,F,1020946,student,524081,60,0,2,1
101544,28,F,216197,salaried,545784,36,0,3,1
101545,31,F,643992,self_employed,413581,48,1,0,1
101546,42,M,373492,student,461811,48,4,4,1
101547,44,M,935833,salaried,530675,36,1,0,1
101548,37,F,576070,self_employed,634436,12,2,3,1
101549,32,F,226240,salaried,649559,18,3,4,1
101550,52,F,385595,self_employed,608745,12,1,2,1
101551,35,F,439662,salaried,616819,36,0,2,1
101552,36,F,988357,self_employed,254335,18,4,3,0
101553,42,M,340920,salaried,516516,48,2,4,1
101554,48,M,1048332,salaried,702315,18,0,2,1
101555,40,M,1029854,self_employed,244243,36,3,3,1
101556,53,M,382076,salaried,562445,48,4,3,1
101557,30,M,587805,salaried,307231,18,3,0,0
101558,52,M,313187,salaried,620059,18,3,2,1
101559,53,M,605150,self_employed,667423,12,4,4,1
101560,22,M,659551,salaried,640642,18,4,2,1
101561,53,M,317527,salaried,687031,60,3,2,1
101562,53,M,920644,salaried,608180,36,2,2,1
101563,33,M,797652,salaried,252268,6,4,3,0
101564,50,F,1137797,salaried,145057,6,0,1,1
101565,53,M,400144,salaried,88409,6,1,1,1
101566,33,M,214925,salaried,296889,36,2,0,1
101567,46,F,519360,salaried,477686,6,4,2,1
101568,42,F,744557,salaried,199457,12,4,1,1
101569,59,M,1098458,self_employed,466512,36,2,0,1
101570,22,F,1140121,salaried,373860,60,1,3,1
101571,58,F,633442,salaried,76382,48,3,2,1
101572,59,F,980371,self_employed,126675,60,0,4,0
101573,46,M,929976,salaried,596707,36,4,3,1
101574,35,F,1159869,self_employed,131238,36,1,0,1
101575,54,M,643814,salaried,275825,18,0,3,0
101576,31,F,481310,salaried,744651,18,2,4,1
101577,23,F,247406,salaried,324541,18,4,3,1
101578,26,M,1114725,self_employed,370032,24,3,0,1
101579,29,F,729223,self_employed,85169,12,2,4,1
101580,26,M,534583,salaried,636470,36,4,4,1
101581,29,F,1171436,salaried,209413,60,1,3,1
101582,59,F,944760,student,227216,36,0,4,1
101583,51,M,1152429,salaried,504988,18,0,3,1
101584,52,F,754489,salaried,129360,36,4,2,1
101585,32,M,1196439,self_employed,587732,48,2,4,1
101586,28,M,908761,self_employed,488863,36,3,3,1
101587,28,F,381324,salaried,173662,60,1,2,0
101588,48,M,634273,self_employed,148843,6,4,4,1
101589,40,F,1069424,self_employed,686438,48,1,2,1
101590,27,M,456081,salaried,481599,48,0,4,1
101591,31,M,875084,salaried,669114,36,3,0,0
101592,40,F,838332,salaried,524768,24,1,0,1
101593,36,M,876448,student,275121,18,4,3,1
101594,24,F,572132,self_employed,699001,12,3,1,1
101595,26,F,220463,salaried,105612,12,2,0,1
101596,42,F,243500,self_employed,674762,6,4,1,1
101597,46,F,711446,salaried,348303,12,1,2,1
101598,23,F,919305,salaried,613998,12,3,2,1
101599,34,M,483840,salaried,687384,18,4,1,1
101600,31,F,997942,salaried,259417,18,3,3,1
101601,38,M,270076,self_employed,261463,24,3,4,1
101602,32,M,805129,salaried,669212,60,3,1,1
101603,43,F,867104,self_employed,318602,6,1,1,1
101604,32,F,952242,salaried,347668,12,4,1,1
101605,33,F,1072630,salaried,712213,24,0,1,1
101606,45,F,311081,student,352621,6,0,1,1
101607,39,F,674480,salaried,344366,48,1,3,0
101608,56,F,397536,salaried,592608,12,1,0,1
101609,28,M,186413,salaried,144154,12,3,4,1
101610,49,M,1001480,self_employed,626531,18,4,0,1
101611,52,M,725228,salaried,750975,36,4,1,1
101612,38,F,714430,salaried,460568,6,2,0,1
101613,26,M,186468,salaried,647121,12,2,3,1
101614,38,M,1098202,salaried,143476,6,0,2,1
101615,39,M,816015,self_employed,164560,60,2,0,0
101616,42,F,1076863,salaried,351411,24,2,4,1
101617,57,F,1065480,salaried,612229,24,0,3,1
101618,52,M,192056,salaried,599656,36,0,2,1
101619,23,M,201831,salaried,343128,12,2,3,1
101620,48,M,995623,self_employed,485157,60,4,1,1
101621,30,M,923952,salaried,253990,18,2,2,1
101622,55,M,1058380,student,495899,12,3,4,1
101623,49,F,576488,salaried,307481,6,3,2,1
101624,35,F,782405,salaried,50801,48,3,4,1
101625,53,M,426815,self_employed,680826,24,1,1,1
101626,27,M,1143778,salaried,659557,6,3,4,1
101627,32,M,718242,self_employed,348113,36,4,3,1
101628,50,M,383192,student,525485,24,1,0,1
101629,41,M,675005,salaried,141679,18,1,3,1
101630,51,M,1162140,salaried,731065,24,3,3,1
101631,44,M,154994,self_employed,765663,48,2,2,1
101632,40,F,940666,salaried,340507,60,0,1,0
101633,57,F,219300,salaried,211792,12,2,0,1
101634,24,F,456093,salaried,607639,48,2,4,1
101635,48,M,711693,salaried,685311,60,1,2,1
101636,40,F,666479,self_employed,741505,48,1,1,1
101637,44,F,489679,salaried,662236,12,1,0,1
101638,52,M,505054,salaried,794974,24,4,3,1
101639,56,M,830667,salaried,269188,36,4,1,1
101640,54,M,901731,salaried,326999,12,0,1,1
101641,56,M,942908,salaried,479385,12,1,1,1
101642,22,M,594972,self_employed,311677,60,3,3,0
101643,35,F,592899,salaried,227476,18,1,4,1
101644,54,M,631215,self_employed,200641,24,4,2,1
101645,56,M,850636,self_employed,699362,12,1,4,1
101646,26,M,570162,salaried,628725,36,4,0,1
