customer_id,credit_score,inquiries_6m,delinquency_12m,utilization_ratio,total_outstanding_amount
101761,595,2,1,0.417,0
101762,750,2,0,0.345,405708
101763,841,2,1,0.358,100197
101764,627,2,1,0.303,510216
101765,578,3,2,0.291,162815
101766,666,1,1,0.346,38891
101767,660,6,0,0.638,193932
101768,729,2,1,0.456,153405
101769,697,1,0,0.324,115093
101770,657,0,1,0.134,325508
101771,686,2,0,0.266,32798
101772,595,1,1,0.166,458300
101773,742,1,1,0.191,0
101774,801,1,1,0.0,34198
101775,590,1,1,0.348,382134
101776,561,2,1,0.764,104208
101777,649,0,3,0.389,55206
101778,588,1,2,0.495,0
101779,584,3,0,0.542,0
101780,574,1,1,0.293,181037
101781,665,2,0,0.306,699424
101782,649,1,1,0.071,148020
101783,707,0,1,0.389,180594
101784,637,3,1,0.361,0
101785,588,1,1,0.179,208233
101786,678,7,2,0.58,512016
101787,600,3,1,0.195,356652
101788,718,0,0,0.919,240296
101789,555,3,0,0.431,502292
101790,517,3,0,0.346,356464
101791,559,3,3,0.738,128824
101792,648,0,3,0.0,128422
101793,658,0,0,0.293,21533
101794,690,1,1,0.263,364528
101795,637,2,1,0.314,580365
101796,616,1,2,0.395,26358
101797,787,7,0,0.308,420570
101798,767,1,1,0.63,148790
101799,753,0,0,0.437,549321
101800,703,2,0,0.447,185531
101801,709,3,0,0.442,769436
101802,619,3,2,0.092,0
101803,690,2,2,0.39,437322
101804,609,2,1,0.397,0
101805,601,1,1,0.125,337377
101806,558,1,0,0.527,176823
101807,710,2,0,0.0,772516
101808,692,1,0,0.854,361522
101809,657,1,1,0.342,93588
101810,647,3,1,0.179,106938
101811,542,2,2,0.474,91240
101812,699,2,0,0.475,383502
101813,656,1,1,0.759,0
101814,747,2,0,0.706,77428
101815,690,3,3,0.084,0
101816,732,1,2,0.296,127342
101817,679,3,2,0.168,133806
101818,693,3,0,0.498,126860
101819,749,2,1,0.633,172882
101820,665,3,1,0.087,242332
101821,715,6,2,0.337,113497
101822,646,3,1,0.224,81412
101823,670,1,2,0.519,82632
101824,799,2,0,0.432,563001
101825,728,2,1,0.585,238965
101826,639,2,0,0.266,44994
101827,711,3,1,0.327,67124
101828,584,2,5,0.429,0
101829,663,5,0,0.296,0
101830,608,2,1,0.41,639316
101831,713,0,1,0.604,87054
101832,665,0,0,0.777,541047
101833,701,1,0,0.252,390298
101834,738,3,0,0.78,371288
101835,645,1,0,0.25,248080
101836,648,1,2,0.524,390015
101837,677,2,2,0.251,0
101838,615,1,0,0.144,145936
101839,679,2,0,0.595,620968
101840,683,3,1,0.34,113202
101841,697,5,1,0.607,0
101842,711,3,2,0.5,0
101843,559,1,0,0.432,44714
101844,583,3,0,0.46,277176
101845,592,0,2,0.568,183783
101846,686,5,3,0.535,80880
101847,658,3,1,0.269,239076
101848,509,1,3,0.435,163898
101849,826,3,0,0.65,435909
101850,530,0,1,0.359,293484
101851,682,4,1,0.251,0
101852,722,2,1,0.226,73542
101853,626,0,0,0.52,243546
101854,727,0,0,0.302,735144
101855,604,1,4,0.422,201716
101856,692,1,0,0.292,58759
101857,516,1,1,0.585,21839
101858,767,0,1,0.38,595036
101859,680,2,0,0.636,179760
101860,560,3,1,0.628,110528
101861,727,2,0,0.332,83028
101862,802,1,1,0.617,0
101863,610,3,0,0.282,103988
101864,664,1,2,0.403,503916
101865,641,5,2,0.194,579756
101866,622,2,0,0.469,258588
101867,614,2,2,0.41,276208
101868,631,4,0,0.453,220882
101869,635,1,0,0.078,257739
101870,653,0,0,0.0,650184
101871,647,3,0,0.123,302462
101872,737,1,1,0.45,167001
101873,730,1,3,0.485,376028
101874,564,4,0,0.576,613084
101875,635,2,2,0.269,0
101876,773,1,0,0.392,388138
101877,702,3,0,0.21,583293
101878,705,1,1,0.623,334008
101879,697,3,0,0.208,591234
101880,660,4,0,0.586,0
101881,676,4,1,0.3,153488
101882,649,1,1,0.665,141000
101883,744,4,1,0.387,112672
101884,650,0,1,0.382,0
101885,671,0,1,0.199,383712
101886,735,0,0,0.783,623948
101887,655,1,0,0.548,190081
101888,674,4,0,0.452,206763
101889,653,1,0,0.398,125439
101890,673,2,0,0.218,360166
101891,655,1,1,0.485,103474
101892,639,5,1,0.337,72141
101893,626,1,5,0.362,73030
101894,667,1,2,0.528,521427
101895,756,2,1,0.407,540360
101896,726,2,2,0.354,327998
101897,561,2,1,0.637,84565
101898,647,2,2,0.186,0
101899,632,1,0,0.019,0
101900,562,2,0,0.191,0
101901,700,4,2,0.38,0
101902,672,4,0,0.489,464068
101903,831,4,2,0.201,0
101904,654,4,0,1.0,69672
101905,621,1,3,0.386,0
101906,614,6,1,0.38,588450
101907,646,4,2,0.092,0
101908,724,2,0,0.061,150674
101909,732,1,2,0.0,218160
101910,899,1,1,0.624,334050
101911,589,2,0,0.592,569572
101912,686,4,0,0.35,367494
101913,628,2,2,0.107,369168
101914,706,1,2,0.294,173002
101915,783,4,0,0.634,0
101916,744,1,0,0.249,46524
101917,589,3,0,0.17,31213
101918,731,6,1,0.274,0
101919,521,0,0,0.291,322424
101920,501,3,1,0.498,73048
101921,661,3,1,0.0,76196
101922,725,2,0,0.384,96548
101923,706,0,0,0.211,562035
101924,822,4,0,0.243,331612
101925,688,6,0,0.501,267414
101926,671,3,2,0.09,86118
101927,766,3,1,0.386,578847
101928,651,1,0,0.446,0
101929,709,1,0,0.466,695840
101930,713,2,1,0.491,538410
101931,607,2,2,0.464,0
101932,709,2,1,0.494,106723
101933,843,2,2,0.174,310950
101934,765,2,0,0.623,388624
101935,617,4,0,0.113,0
101936,855,2,0,0.424,147696
101937,731,0,0,0.214,164356
101938,711,2,2,0.006,427497
101939,672,2,0,0.236,0
101940,731,3,0,0.326,247890
101941,688,2,0,0.627,488088
101942,681,3,0,0.714,263116
101943,670,2,1,0.324,0
101944,753,4,2,0.072,0
101945,744,1,0,0.089,0
101946,668,1,1,0.504,0
101947,566,1,0,0.492,476577
101948,682,1,0,0.229,435912
101949,626,2,1,0.115,179790
101950,644,3,1,0.548,593232
101951,670,7,0,0.104,0
101952,600,3,0,0.261,545004
101953,559,2,0,0.445,247620
101954,701,2,1,0.0,0
101955,682,2,2,0.541,412407
101956,679,1,2,0.826,0
101957,718,1,2,0.373,667388
101958,630,3,1,0.343,259182
101959,704,3,1,0.359,174066
101960,780,3,2,0.395,0
101961,660,2,3,0.204,0
101962,822,4,2,0.125,235944
101963,683,2,1,0.279,30715
101964,616,2,0,0.381,0
101965,743,2,2,0.15,105669
101966,671,1,1,0.081,0
101967,758,2,2,0.262,165713
101968,711,0,2,0.083,148910
101969,655,3,0,0.484,31391
101970,794,3,0,0.0,434048
101971,642,3,1,0.116,122127
101972,517,3,0,0.633,184904
101973,746,1,0,0.306,377456
101974,706,1,1,0.387,0
101975,776,2,1,0.324,99333
101976,613,2,2,0.225,177341
101977,661,0,0,0.569,164550
101978,652,0,3,0.236,84532
101979,750,0,4,0.184,679400
101980,728,2,1,0.481,385659
101981,696,1,1,0.0,0
101982,696,3,1,0.293,275216
101983,593,1,1,0.246,66418
101984,737,2,1,0.289,176124
101985,739,3,1,0.252,126352
101986,851,1,1,0.425,388332
101987,715,4,1,0.57,521412
101988,727,1,3,0.442,193506
101989,715,2,0,0.283,379432
101990,627,1,1,0.476,91954
101991,773,4,1,0.5,600988
101992,675,4,2,0.422,237957
101993,665,0,1,0.56,199404
101994,669,3,0,0.0,103670
101995,675,1,0,0.355,118305
101996,643,2,1,0.412,531858
101997,696,0,1,0.054,0
101998,672,2,0,0.394,0
101999,666,3,0,0.533,40631
