transaction_id,customer_id,transaction_date,transaction_type,transaction_amount,account_balance,created_at
2760,100219,2025-10-31,credit,"₹4,449",19325,2025-12-02 14:55:41
2761,100219,2025-05-11,debit,"14,811",4514,2025-10-21 14:55:41
2762,100219,2025-02-22,debit,17446,0,2025-08-21 14:55:41
2763,100219,2026-01-01,,16229,,2025-07-10 14:55:41
2764,100219,2025-05-28,debit,11053,0,2025-08-01 14:55:41
2765,100219,2025-11-02,debit,"14,849",0,2025-11-16 14:55:41
2766,100219,2025-04-02,,11352,0,2025-10-30 14:55:41
2767,100219,2025-08-04,,15738,0,2025-07-31 14:55:41
2768,100219,2025-09-25,,17133,0,2025-08-24 14:55:41
2769,100219,2025-05-30,,10948,0,2025-10-24 14:55:41
2770,100219,2025-03-31,credit,"11,085",0,2025-08-24 14:55:41
2771,100219,2025-07-26,,6645,0,2025-08-26 14:55:41
2772,100219,2025-13-40,,15429,0,2025-12-14 14:55:41
2773,100219,2025-10-10,,"4,241",--,2025-07-31 14:55:41
2774,100219,2025-01-31,debit,6170,0,2025-08-21 14:55:41
2775,100220,2025-13-40,debit,14791,23240,2026-01-15 14:55:41
2776,100220,2025-05-17,,11768,--,2025-07-29 14:55:41
2777,100220,2025-06-01,,19504,"₹23,240",2025-09-07 14:55:41
2778,100220,2025-01-24,debit,3967,19273,2025-11-23 14:55:41
2779,100220,2025-05-13,credit,7900,27173,2025-09-12 14:55:41
2780,100220,2025-05-10,,4462,27173,2025-11-26 14:55:41
2781,100221,2025-12-30,,,20631,2025-07-26 14:55:41
2782,100221,2025-09-20,credit,13731,"34,362",2025-10-09 14:55:41
2783,100221,30/12/2025,debit,19999,--,2025-07-10 14:55:41
2784,100221,04/03/2025,credit,9697,24060,2025-07-13 14:55:41
2785,100221,2025-03-21,debit,6662,17398,2025-10-17 14:55:41
2786,100222,2025-07-15,debit,"6,979",41708,2025-08-01 14:55:41
2787,100222,2025-09-26,,7539,41708,2025-10-03 14:55:41
2788,100222,2025-02-07,credit,12615,54323,2025-07-30 14:55:41
2789,100222,2025-02-25,,13138,54323,2025-11-21 14:55:41
2790,100222,21/01/2025,,10632,54323,2026-01-13 14:55:41
2791,100222,2025-07-22,credit,12981,"67,304",2025-10-10 14:55:41
2792,100222,2025-08-18,,15349,67304,2025-11-02 14:55:41
2793,100222,2025-09-15,credit,3162,70466,2025-07-25 14:55:41
2794,100222,2025-11-21,,8272,70466,2025-07-06 14:55:41
2795,100222,2025-06-13,,18029,70466,2025-08-19 14:55:41
2796,100222,2025-01-20,debit,3121,67345,2025-12-24 14:55:41
2797,100222,2025-12-28,,,67345,2025-11-23 14:55:41
2798,100222,2025-02-24,credit,4416,,2026-01-01 14:55:41
2799,100222,2025-10-08,,9608,"₹71,761",2025-12-31 14:55:41
2800,100222,2025-03-31,,12468,71761,2025-07-31 14:55:41
2801,100222,2025-07-07,debit,--,53278,2025-08-31 14:55:41
2802,100222,2025-09-10,,1046,53278,2025-12-11 14:55:41
2803,100222,2025-04-02,,7500,53278,2025-09-12 14:55:41
2804,100222,2025-04-11,debit,19815,33463,2025-07-13 14:55:41
2805,100223,2025-12-14,debit,10717,8435,2025-12-17 14:55:41
2806,100223,2025-07-01,,"1,814",8435,2025-10-20 14:55:41
2807,100223,2025-12-14,debit,"17,990",₹0,2025-08-06 14:55:41
2808,100223,2025-12-16,debit,16141,0,2025-11-24 14:55:41
2809,100223,2025-10-09,debit,12551,0,2025-11-22 14:55:41
2810,100223,2025-08-17,debit,9260,0,2025-12-11 14:55:41
2811,100223,2025-12-22,debit,5779,0,2025-11-04 14:55:41
2812,100223,2025-11-25,debit,8224,--,2026-01-15 14:55:41
2813,100223,2025-11-22,credit,,0,2025-08-26 14:55:41
2814,100223,2025-11-02,credit,9036,0,2026-01-13 14:55:41
2815,100223,2025-06-13,,"3,963",0,2025-10-10 14:55:41
2816,100223,2025-04-16,,14657,0,2025-08-18 14:55:41
2817,100223,2025-06-28,,12068,0,2025-11-11 14:55:41
2818,100223,2025-11-05,debit,2314,N/A,2025-09-17 14:55:41
2819,100223,2025-05-24,credit,"14,571",0,2025-10-15 14:55:41
2820,100223,2025-02-08,,2866,0,2025-08-19 14:55:41
2821,100223,2025-10-04,credit,4356,0,2025-10-27 14:55:41
2822,100223,2025-06-14,debit,11691,0,2025-10-27 14:55:41
2823,100224,2025-04-26,debit,10125,28338,2025-12-22 14:55:41
2824,100224,2025-04-08,,7877,28338,2025-11-18 14:55:41
2825,100224,2025-04-11,,12272,28338,2026-01-12 14:55:41
2826,100224,2025-03-23,,"₹6,291","28,338",2025-09-14 14:55:41
2827,100224,2025-06-17,,15623,28338,2025-11-30 14:55:41
2828,100224,2025-08-07,credit,1753,30091,2025-11-15 14:55:41
2829,100224,2025-07-18,debit,1092,28999,2025-10-24 14:55:41
2830,100225,2025-11-27,debit,9291,"₹36,674",2025-08-14 14:55:41
2831,100225,2025-01-15,,2876,N/A,2025-10-06 14:55:41
2832,100225,2025-08-19,,,36674,2025-07-13 14:55:41
2833,100225,2025-09-14,credit,2417,39091,2025-09-26 14:55:41
2834,100225,2025-11-24,debit,18340,20751,2026-01-09 14:55:41
2835,100225,2025-12-11,,254150,20751,2026-01-17 14:55:41
2836,100226,2025-11-14,,15837,23199,2025-09-23 14:55:41
2837,100226,2025-01-14,debit,2889,20310,2025-07-02 14:55:41
2838,100226,2025-02-25,debit,12918,7392,2025-09-06 14:55:41
2839,100226,2025-04-26,debit,18850,0,2025-08-24 14:55:41
2840,100226,2025-02-14,credit,15703,4245,2026-01-08 14:55:41
2841,100226,2025-09-29,debit,17589,0,2025-10-01 14:55:41
2842,100226,2025-09-23,credit,N/A,729,2025-10-07 14:55:41
2843,100226,2025-07-11,debit,18685,0,2025-12-23 14:55:41
2844,100226,2025-06-14,,14680,0,2025-10-25 14:55:41
2845,100226,2025-10-01,,"16,655",0,2025-09-25 14:55:41
2846,100226,2025-06-26,debit,16710,₹0,2025-12-09 14:55:41
2847,100226,2025-03-01,credit,"9,580",0,2025-08-22 14:55:41
2848,100226,2025-07-28,debit,₹651,0,2025-08-08 14:55:41
2849,100226,2025-13-40,debit,3127,0,2026-01-06 14:55:41
2850,100226,2025-06-10,debit,18287,₹0,2026-01-12 14:55:41
2851,100226,2025-10-21,,1416,0,2025-09-28 14:55:41
2852,100226,2025-12-24,,16787,0,2025-11-23 14:55:41
2853,100227,2025-03-27,debit,12088,0,2025-11-22 14:55:41
2854,100227,2025-02-04,debit,6228,0,2025-10-05 14:55:41
2855,100227,2025-05-08,,1354,0,2025-07-20 14:55:41
2856,100227,2025-05-21,,18226,0,2025-10-29 14:55:41
2857,100227,07/01/2025,,19053,0,2025-11-25 14:55:41
2858,100227,2025-01-09,,16619,0,2025-12-22 14:55:41
2859,100227,2025-01-11,credit,18077,9942,2025-12-23 14:55:41
2860,100227,2025-06-17,debit,--,₹0,2025-11-22 14:55:41
2861,100227,2025-03-08,debit,13386,0,2025-08-21 14:55:41
2862,100227,2025-09-14,,19348,0,2025-08-05 14:55:41
2863,100227,2025-13-40,credit,15477,0,2025-10-01 14:55:41
2864,100227,2025-05-24,credit,12738,11174,2025-12-26 14:55:41
2865,100227,2025-06-21,credit,"₹8,880",20054,2025-07-27 14:55:41
2866,100227,2025-11-22,credit,19847,39901,2025-12-26 14:55:41
2867,100227,2025-10-22,credit,7382,47283,2025-09-30 14:55:41
2868,100227,2025-11-06,credit,18143,65426,2025-10-30 14:55:41
2869,100227,2025-09-02,,346500,65426,2025-11-12 14:55:41
2870,100227,2025-05-20,credit,"₹5,782",71208,2025-10-22 14:55:41
2871,100227,2025-10-14,credit,4898,"76,106",2025-12-17 14:55:41
2872,100227,2025-07-05,debit,2572,73534,2025-08-10 14:55:41
2873,100228,2025-06-24,credit,12251,44789,2025-09-05 14:55:41
2874,100228,2025-12-24,credit,"14,572",59361,2025-08-01 14:55:41
2875,100228,2025-11-14,credit,"₹16,214",--,2025-09-24 14:55:41
2876,100228,2025-03-22,debit,4308,71267,2025-10-24 14:55:41
2877,100228,2025-09-19,credit,19226,90493,2025-09-22 14:55:41
2878,100228,2025-10-27,,5149,N/A,2025-10-03 14:55:41
2879,100228,2025-11-24,debit,5344,85149,2025-07-20 14:55:41
2880,100228,2025-13-40,,11024,85149,2025-12-01 14:55:41
2881,100228,2025-02-09,debit,4244,"₹80,905",2026-01-14 14:55:41
2882,100229,18/04/2025,,N/A,3702,2025-07-15 14:55:41
2883,100229,2025-01-10,credit,,16944,2026-01-03 14:55:41
2884,100229,03/11/2025,credit,16608,33552,2025-11-29 14:55:41
2885,100229,2025-07-02,debit,8096,25456,2025-12-26 14:55:41
2886,100229,2025-10-25,credit,,26360,2025-07-18 14:55:41
2887,100229,2025-02-01,debit,"₹13,214",13146,2025-10-30 14:55:41
2888,100229,2025-09-12,,4519,13146,2025-07-23 14:55:41
2889,100229,2025-08-08,,3453,13146,2026-01-02 14:55:41
2890,100229,2025-01-18,credit,10786,23932,2025-10-08 14:55:41
2891,100229,2025-11-12,,2306,23932,2025-10-01 14:55:41
2892,100229,2025-08-04,debit,1825,22107,2025-07-29 14:55:41
2893,100229,01/03/2025,debit,1575,"20,532",2025-09-23 14:55:41
2894,100229,2025-05-25,credit,19158,,2026-01-04 14:55:41
2895,100229,2025-12-08,debit,,--,2025-11-06 14:55:41
2896,100230,2025-08-19,,17351,"43,813",2025-11-20 14:55:41
2897,100230,2025-06-20,credit,5202,49015,2025-12-04 14:55:41
2898,100230,2025-06-18,debit,1418,47597,2025-11-03 14:55:41
2899,100230,2025-07-09,debit,7891,39706,2025-09-23 14:55:41
2900,100230,2025-01-31,debit,19008,20698,2025-08-17 14:55:41
2901,100230,2025-05-05,debit,11681,"9,017",2025-10-23 14:55:41
2902,100230,05/10/2025,debit,12024,0,2025-08-22 14:55:41
2903,100230,2025-04-08,credit,"14,742",11735,2025-08-20 14:55:41
2904,100230,2025-13-40,debit,"₹6,522",5213,2025-11-11 14:55:41
2905,100230,2025-01-26,credit,"10,436",N/A,2025-11-25 14:55:41
2906,100230,2025-01-05,debit,5651,9998,2025-10-10 14:55:41
2907,100230,2025-03-09,debit,13261,0,2025-08-30 14:55:41
2908,100230,2025-04-09,credit,455,0,2025-10-28 14:55:41
2909,100230,2025-05-10,credit,11159,8351,2025-08-17 14:55:41
2910,100230,2025-01-07,credit,11102,19453,2025-10-03 14:55:41
2911,100231,2025-07-09,credit,15661,"₹55,858",2026-01-10 14:55:41
2912,100231,2025-04-07,,"12,532",55858,2025-12-05 14:55:41
2913,100231,2025-03-28,credit,12203,68061,2025-10-15 14:55:41
2914,100231,2025-09-14,debit,6479,61582,2025-09-13 14:55:41
2915,100231,2025-12-14,debit,"₹5,548",56034,2025-07-21 14:55:41
2916,100231,2025-09-27,,3979,"56,034",2025-10-28 14:55:41
2917,100231,2025-03-01,credit,2385,58419,2025-10-30 14:55:41
2918,100231,2025-06-07,debit,14604,43815,2025-09-19 14:55:41
2919,100231,2025-05-17,credit,"18,988",62803,2025-10-28 14:55:41
2920,100231,2025-10-06,debit,"15,784",47019,2025-12-25 14:55:41
2921,100231,2025-07-27,credit,"₹15,322","62,341",2025-12-16 14:55:41
2922,100231,2025-10-01,credit,3164,"65,505",2025-11-16 14:55:41
2923,100231,2025-08-30,,12674,"65,505",2025-07-31 14:55:41
2924,100231,2025-11-30,,"₹10,593","65,505",2025-09-27 14:55:41
2925,100231,2025-03-19,debit,2661,62844,2025-08-01 14:55:41
2926,100231,2025-02-06,credit,8505,71349,2025-12-12 14:55:41
2927,100232,2025-04-29,credit,14140,"23,458",2025-09-09 14:55:41
2928,100232,2025-01-30,credit,17190,"40,648",2025-08-13 14:55:41
2929,100232,2025-05-24,,"₹14,046",40648,2025-10-26 14:55:41
2930,100232,2025-05-01,credit,14393,"55,041",2025-10-27 14:55:41
2931,100232,2025-05-29,credit,3349,58390,2025-11-21 14:55:41
2932,100232,2025-05-30,,14135,,2025-09-12 14:55:41
2933,100232,2025-12-18,credit,16044,74434,2026-01-04 14:55:41
2934,100232,2025-09-28,credit,648,75082,2025-11-06 14:55:41
2935,100232,2025-09-14,credit,8002,83084,2025-09-19 14:55:41
2936,100233,2025-02-19,,14177,3256,2025-07-31 14:55:41
2937,100233,2025-12-27,debit,10678,,2025-07-10 14:55:41
2938,100233,2025-06-18,,13236,0,2025-12-05 14:55:41
2939,100233,2025-06-18,,11809,--,2025-11-10 14:55:41
2940,100233,2025-03-21,debit,13248,0,2025-12-04 14:55:41
2941,100233,2025-08-08,,3308,0,2025-08-08 14:55:41
2942,100233,2025-07-16,credit,16189,0,2025-07-13 14:55:41
2943,100233,2025-01-29,debit,"16,659",0,2025-09-22 14:55:41
2944,100233,2025-06-21,,"₹4,772",--,2025-12-28 14:55:41
2945,100233,2025-07-20,debit,"16,530",0,2025-10-21 14:55:41
2946,100233,2025-08-09,credit,14113,0,2025-11-07 14:55:41
2947,100233,2025-09-13,,16405,0,2025-11-13 14:55:41
2948,100233,2025-02-22,,"10,342",0,2025-09-16 14:55:41
2949,100233,2025-07-10,,16852,₹0,2025-08-01 14:55:41
2950,100233,2025-10-19,credit,11013,0,2025-08-23 14:55:41
2951,100233,2025-12-20,,18137,0,2025-07-30 14:55:41
2952,100233,2025-09-09,credit,15284,2740,2025-07-27 14:55:41
2953,100233,2025-02-07,credit,19303,22043,2025-11-17 14:55:41
2954,100233,2025-01-27,credit,N/A,23205,2025-11-12 14:55:41
2955,100233,2025-10-24,debit,17412,5793,2025-12-13 14:55:41
2956,100234,28/04/2025,credit,1293,14178,2025-09-18 14:55:41
2957,100234,2025-10-23,debit,6989,"7,189",2025-10-19 14:55:41
2958,100234,2025-08-15,,--,7189,2025-07-12 14:55:41
2959,100234,2025-03-14,debit,1972,5217,2025-12-21 14:55:41
2960,100234,2025-13-40,debit,18007,0,2025-09-01 14:55:41
2961,100234,2025-08-17,,9319,0,2025-11-21 14:55:41
2962,100234,2025-08-18,credit,8398,0,2025-09-27 14:55:41
2963,100234,2025-01-09,credit,10714,6322,2025-11-26 14:55:41
2964,100234,2025-10-11,,,6322,2025-08-04 14:55:41
2965,100235,2025-03-12,,17728,4798,2025-09-08 14:55:41
2966,100235,2025-07-02,credit,15420,"₹20,218",2025-11-18 14:55:41
2967,100235,2025-01-19,debit,728,"19,490",2025-07-23 14:55:41
2968,100235,2025-05-01,credit,3472,22962,2025-08-19 14:55:41
2969,100235,2025-04-24,credit,19695,N/A,2025-11-20 14:55:41
2970,100235,16/11/2025,credit,387150,429807,2025-10-03 14:55:41
2971,100235,2025-10-04,,4693,429807,2026-01-06 14:55:41
2972,100235,2025-02-20,debit,6180,"₹423,627",2025-11-09 14:55:41
2973,100235,2025-05-06,credit,12002,435629,2025-12-14 14:55:41
2974,100235,2025-11-08,credit,11186,446815,2025-12-18 14:55:41
2975,100235,2025-08-20,credit,1320,,2025-11-19 14:55:41
2976,100235,2025-12-27,debit,566,447569,2025-10-03 14:55:41
2977,100235,2025-05-16,debit,10745,436824,2025-09-02 14:55:41
2978,100235,2025-08-18,debit,"9,847","426,977",2025-10-17 14:55:41
2979,100235,2025-07-10,,10876,426977,2025-12-19 14:55:41
2980,100236,05/11/2025,,"19,754","21,706",2025-08-10 14:55:41
2981,100236,2025-01-19,debit,,"3,850",2025-11-09 14:55:41
2982,100236,2025-07-04,debit,,0,2025-11-04 14:55:41
2983,100236,2025-05-12,debit,8454,0,2025-09-27 14:55:41
2984,100236,2025-07-05,debit,820,₹0,2025-10-01 14:55:41
2985,100236,17/08/2025,debit,N/A,0,2025-12-28 14:55:41
2986,100236,18/09/2025,credit,"₹5,791",0,2025-10-14 14:55:41
2987,100236,2025-12-13,credit,12263,₹0,2025-09-27 14:55:41
2988,100236,2025-02-07,debit,8612,0,2025-07-05 14:55:41
2989,100236,2025-12-06,debit,6383,0,2025-11-20 14:55:41
2990,100236,23/03/2025,,8310,--,2025-10-13 14:55:41
2991,100236,2025-09-20,debit,9785,0,2025-08-15 14:55:41
2992,100236,2025-04-04,debit,10302,0,2025-12-26 14:55:41
2993,100236,2025-05-05,debit,4361,0,2025-08-18 14:55:41
2994,100236,2025-03-23,,15193,0,2025-11-02 14:55:41
2995,100236,2025-10-23,debit,855,0,2025-08-31 14:55:41
2996,100236,2025-13-40,credit,19206,0,2025-08-27 14:55:41
2997,100236,2025-09-03,credit,15876,0,2025-08-24 14:55:41
2998,100236,2025-04-17,debit,17604,0,2025-09-02 14:55:41
2999,100236,2025-08-06,credit,17836,0,2025-10-07 14:55:41
3000,100237,2025-03-04,,--,"₹39,556",2025-08-04 14:55:41
3001,100237,2025-02-28,debit,14461,"25,095",2025-10-02 14:55:41
3002,100237,2025-08-19,debit,19046,6049,2025-07-14 14:55:41
3003,100237,2025-12-11,debit,16090,0,2025-12-20 14:55:41
3004,100237,02/07/2025,debit,"15,537",0,2025-07-23 14:55:41
3005,100237,2025-07-09,debit,"8,590",0,2025-09-02 14:55:41
3006,100237,2025-06-16,credit,12330,0,2025-07-10 14:55:41
3007,100238,2025-06-23,,15712,23061,2025-10-23 14:55:41
3008,100238,2025-04-06,credit,11143,,2025-09-24 14:55:41
3009,100238,2025-08-30,credit,17500,51704,2025-09-10 14:55:41
3010,100238,2025-09-13,credit,18396,--,2025-09-30 14:55:41
3011,100238,2025-01-13,credit,13626,83726,2025-09-21 14:55:41
3012,100238,2025-06-07,debit,17926,65800,2025-11-28 14:55:41
3013,100238,2025-01-25,credit,15992,81792,2025-07-02 14:55:41
3014,100238,2025-09-28,debit,"₹4,773",77019,2025-12-20 14:55:41
3015,100238,2025-12-16,debit,19269,57750,2025-12-03 14:55:41
3016,100238,21/02/2025,debit,2623,55127,2025-11-25 14:55:41
3017,100238,2025-13-40,credit,N/A,56019,2025-08-22 14:55:41
3018,100238,2025-04-18,debit,10018,46001,2025-07-02 14:55:41
3019,100238,2025-05-26,credit,457350,503351,2025-08-14 14:55:41
3020,100238,2025-11-28,,5919,"503,351",2025-12-21 14:55:41
3021,100238,2025-10-12,debit,19846,483505,2025-12-27 14:55:41
3022,100238,2025-01-16,credit,7752,491257,2025-10-11 14:55:41
3023,100239,2025-10-25,debit,5252,N/A,2025-07-17 14:55:41
3024,100239,2025-12-14,,9604,38104,2025-11-17 14:55:41
3025,100239,2025-10-10,,10833,38104,2025-09-18 14:55:41
3026,100239,2025-12-18,credit,15074,53178,2025-10-25 14:55:41
3027,100239,2025-03-23,debit,"₹14,733",38445,2025-07-03 14:55:41
3028,100239,2025-05-07,,15465,38445,2025-11-17 14:55:41
3029,100239,2025-12-08,,18857,--,2025-09-28 14:55:41
3030,100239,2025-09-18,debit,15932,22513,2026-01-13 14:55:41
3031,100239,2025-12-28,credit,19756,42269,2025-11-06 14:55:41
3032,100239,2025-06-13,debit,7422,34847,2025-07-21 14:55:41
3033,100239,25/08/2025,credit,18772,53619,2025-09-23 14:55:41
3034,100239,2025-13-40,debit,12141,41478,2025-10-28 14:55:41
3035,100239,2025-10-27,credit,"12,325",53803,2025-09-09 14:55:41
3036,100239,2025-07-23,debit,"7,580","46,223",2025-07-23 14:55:41
3037,100239,2025-12-08,,N/A,46223,2026-01-10 14:55:41
3038,100239,2025-05-01,credit,6258,52481,2025-11-24 14:55:41
3039,100239,2025-05-02,,15963,,2025-08-01 14:55:41
3040,100239,2025-05-30,,"5,829",52481,2025-12-08 14:55:41
3041,100240,02/01/2025,debit,2734,0,2025-10-06 14:55:41
3042,100240,30/11/2025,debit,2985,0,2025-09-19 14:55:41
3043,100240,2025-10-14,,"1,213",0,2025-07-10 14:55:41
3044,100240,2025-02-06,,3886,0,2025-08-10 14:55:41
3045,100240,2025-03-20,debit,N/A,0,2025-07-08 14:55:41
3046,100240,2025-09-07,,14520,0,2025-10-13 14:55:41
3047,100240,2025-08-31,debit,--,0,2025-10-10 14:55:41
3048,100240,2025-05-16,,"₹16,591",0,2025-12-21 14:55:41
3049,100240,2025-03-24,debit,"₹16,551",0,2026-01-03 14:55:41
3050,100240,2025-10-13,credit,2678,0,2025-08-28 14:55:41
3051,100240,2025-09-10,,18170,0,2025-12-25 14:55:41
3052,100240,2025-13-40,,4702,0,2025-08-09 14:55:41
3053,100240,2025-10-04,credit,"11,555",0,2025-08-02 14:55:41
3054,100241,2025-09-20,debit,"₹14,757",13159,2025-12-19 14:55:41
3055,100241,2025-01-04,debit,"12,722",437,2025-11-11 14:55:41
3056,100241,2025-07-05,,15679,437,2025-10-04 14:55:41
3057,100241,2025-12-17,credit,10452,,2025-09-13 14:55:41
3058,100241,2025-02-12,,15180,,2025-09-25 14:55:41
3059,100241,2025-10-12,debit,6066,4823,2025-09-30 14:55:41
3060,100241,2025-09-05,credit,"₹14,403",19226,2025-12-03 14:55:41
3061,100241,2025-05-01,debit,,0,2025-12-20 14:55:41
3062,100241,2025-08-21,credit,12112,11930,2025-11-07 14:55:41
3063,100241,2025-01-29,,19081,11930,2025-11-05 14:55:41
3064,100242,2025-10-02,,1158,39725,2026-01-02 14:55:41
3065,100242,2025-08-02,credit,677,40402,2025-12-31 14:55:41
3066,100242,2025-11-30,credit,1748,"42,150",2025-10-23 14:55:41
3067,100242,2025-11-16,credit,10621,"52,771",2025-12-10 14:55:41
3068,100242,2025-07-28,debit,17950,34821,2025-12-15 14:55:41
3069,100242,2025-05-06,debit,17024,17797,2025-11-08 14:55:41
3070,100242,2025-10-10,credit,"12,888",30685,2025-11-26 14:55:41
3071,100242,2025-11-30,,16519,30685,2025-12-18 14:55:41
3072,100242,2025-01-28,,346,30685,2025-11-17 14:55:41
3073,100242,2025-10-17,credit,1095,31780,2025-08-04 14:55:41
3074,100242,2025-01-02,,17687,31780,2025-08-26 14:55:41
3075,100242,2025-12-17,credit,15611,47391,2026-01-04 14:55:41
3076,100242,2025-13-40,,"18,368","₹47,391",2025-08-23 14:55:41
3077,100242,2025-08-23,debit,,38577,2025-08-09 14:55:41
3078,100242,2025-03-03,,18072,38577,2025-09-01 14:55:41
3079,100242,2025-01-02,,9465,38577,2026-01-17 14:55:41
3080,100242,2025-06-27,debit,7530,31047,2025-10-15 14:55:41
3081,100243,2025-06-19,credit,"8,486",21841,2025-07-03 14:55:41
3082,100243,2025-07-06,credit,7024,28865,2025-12-26 14:55:41
3083,100243,2025-07-04,,,28865,2025-09-13 14:55:41
3084,100243,2025-01-23,debit,12444,16421,2025-07-04 14:55:41
3085,100243,2025-07-29,,4964,16421,2025-11-21 14:55:41
3086,100243,2025-11-11,credit,--,17998,2025-10-13 14:55:41
3087,100243,2025-07-08,debit,"6,710",11288,2025-12-17 14:55:41
3088,100243,2025-04-17,,"₹9,934",11288,2025-11-22 14:55:41
3089,100244,2025-05-29,credit,14312,53231,2025-10-31 14:55:41
3090,100244,2025-06-12,,19735,53231,2026-01-09 14:55:41
3091,100244,2025-10-27,debit,3767,49464,2025-09-03 14:55:41
3092,100244,2025-13-40,,15893,49464,2025-11-28 14:55:41
3093,100244,2025-03-22,credit,8086,57550,2025-08-25 14:55:41
3094,100244,2025-03-17,debit,1087,,2025-07-02 14:55:41
3095,100244,2025-10-08,debit,12636,43827,2026-01-07 14:55:41
3096,100244,2025-08-27,debit,15818,28009,2025-10-18 14:55:41
3097,100244,2025-09-07,credit,17564,45573,2026-01-06 14:55:41
3098,100244,2025-01-17,credit,19231,64804,2025-12-23 14:55:41
3099,100244,2025-07-23,credit,90450,155254,2025-10-04 14:55:41
3100,100244,2025-07-27,debit,17481,137773,2025-08-31 14:55:41
3101,100244,19/07/2025,credit,651,138424,2025-09-05 14:55:41
3102,100244,2025-03-24,debit,19467,--,2025-10-13 14:55:41
3103,100244,2025-01-13,debit,18089,--,2025-07-31 14:55:41
3104,100244,2025-13-40,,"₹367,775",100868,2025-07-16 14:55:41
3105,100244,2025-10-08,debit,8669,92199,2025-11-09 14:55:41
3106,100245,2025-05-12,debit,10630,2978,2026-01-02 14:55:41
3107,100245,2025-04-22,credit,16726,19704,2025-10-28 14:55:41
3108,100245,2025-11-08,,15815,19704,2026-01-15 14:55:41
3109,100245,2025-04-20,debit,17371,2333,2025-09-27 14:55:41
3110,100245,2025-08-04,,"17,432","2,333",2025-10-28 14:55:41
3111,100245,2025-11-23,credit,7898,10231,2025-12-18 14:55:41
3112,100245,2025-12-10,debit,12904,0,2025-11-15 14:55:41
3113,100245,2025-02-27,debit,18046,0,2025-09-17 14:55:41
3114,100245,2025-03-12,credit,"17,497",0,2025-10-07 14:55:41
3115,100245,2025-01-08,credit,11080,"₹7,858",2025-07-23 14:55:41
3116,100245,2025-12-07,debit,"₹14,206",0,2025-11-11 14:55:41
3117,100245,2025-08-06,debit,--,0,2025-07-18 14:55:41
3118,100246,2025-08-11,,969,3862,2025-07-18 14:55:41
3119,100246,2025-05-01,,13541,3862,2025-09-02 14:55:41
3120,100246,2025-11-08,,12988,3862,2025-10-02 14:55:41
3121,100246,2025-08-01,debit,3046,816,2025-08-27 14:55:41
3122,100246,2025-04-14,debit,2795,0,2025-08-10 14:55:41
3123,100246,2025-11-29,debit,"1,230",0,2025-10-10 14:55:41
3124,100246,2025-01-20,,14419,0,2026-01-05 14:55:41
3125,100246,2025-08-10,debit,11852,0,2025-07-17 14:55:41
3126,100246,2025-01-29,credit,15750,₹689,2025-09-14 14:55:41
3127,100246,2025-12-01,,"5,320",N/A,2025-10-22 14:55:41
3128,100246,2025-10-10,,16795,N/A,2025-11-28 14:55:41
3129,100246,2025-07-31,debit,12439,₹0,2026-01-02 14:55:41
3130,100246,2025-13-40,,"13,438",0,2025-11-14 14:55:41
3131,100247,2025-01-19,credit,"₹13,541",37976,2025-11-16 14:55:41
3132,100247,23/10/2025,,10246,37976,2025-10-18 14:55:41
3133,100247,2025-06-14,credit,9520,"47,496",2026-01-14 14:55:41
3134,100247,2025-07-12,,N/A,47496,2025-07-17 14:55:41
3135,100247,2025-07-04,,18580,N/A,2025-12-31 14:55:41
3136,100247,2025-06-16,credit,17547,65043,2025-12-23 14:55:41
3137,100247,2025-05-22,,7769,65043,2025-09-13 14:55:41
3138,100247,2025-05-24,debit,9613,55430,2025-07-28 14:55:41
3139,100247,2025-08-09,debit,"9,452",45978,2025-12-15 14:55:41
3140,100248,2025-05-22,,15955,48144,2025-11-03 14:55:41
3141,100248,2025-01-07,debit,14967,"33,177",2025-09-26 14:55:41
3142,100248,2025-05-31,credit,16841,50018,2025-12-16 14:55:41
3143,100248,2025-08-06,debit,16778,"33,240",2025-07-05 14:55:41
3144,100248,2025-09-23,,63500,33240,2025-07-05 14:55:41
3145,100248,2025-09-29,,8753,33240,2025-08-04 14:55:41
3146,100248,2025-13-40,debit,6903,,2025-07-04 14:55:41
3147,100248,2025-12-01,credit,2530,28867,2025-09-24 14:55:41
3148,100248,2025-12-03,debit,10887,17980,2025-12-09 14:55:41
3149,100248,08/02/2025,,N/A,--,2025-09-09 14:55:41
3150,100248,2025-05-13,debit,16445,1535,2026-01-04 14:55:41
3151,100248,2025-07-10,credit,14747,"16,282",2025-12-15 14:55:41
3152,100248,2025-04-23,credit,14741,31023,2025-11-27 14:55:41
3153,100248,2025-06-22,debit,130250,0,2026-01-07 14:55:41
3154,100248,2025-11-16,,8117,0,2025-08-04 14:55:41
3155,100248,2025-10-30,,N/A,₹0,2025-10-17 14:55:41
3156,100248,2025-02-26,,19409,0,2025-08-25 14:55:41
3157,100249,2025-03-18,,785,27199,2025-10-29 14:55:41
3158,100249,2025-05-27,debit,18005,9194,2025-11-21 14:55:41
3159,100249,2025-04-16,credit,14813,24007,2025-09-13 14:55:41
3160,100249,2025-07-17,credit,14061,38068,2026-01-12 14:55:41
3161,100249,2025-01-24,credit,16541,54609,2025-09-06 14:55:41
3162,100249,2025-08-27,credit,363,54972,2026-01-04 14:55:41
